w_seg,w_cls,model_name,seg_loss,cls_loss,deploy_penalty,weighted_score
0.1,0.9,MobileNetV3-Small (UltraOptimizedFireNet),0.1704,0.22660000000000002,0.0,0.22098000000000004
0.2,0.8,MobileNetV3-Small (UltraOptimizedFireNet),0.1704,0.22660000000000002,0.0,0.21536000000000002
0.3,0.7,MobileNetV3-Small (UltraOptimizedFireNet),0.1704,0.22660000000000002,0.0,0.20974
0.4,0.6,MobileNetV3-Small (UltraOptimizedFireNet),0.1704,0.22660000000000002,0.0,0.20412
0.5,0.5,MobileNetV3-Small (UltraOptimizedFireNet),0.1704,0.22660000000000002,0.0,0.1985
0.6,0.4,MobileNetV3-Small (UltraOptimizedFireNet),0.1704,0.22660000000000002,0.0,0.19288
0.7,0.30000000000000004,MobileNetV3-Small (UltraOptimizedFireNet),0.1704,0.22660000000000002,0.0,0.18725999999999998
0.8,0.19999999999999996,MobileNetV3-Small (UltraOptimizedFireNet),0.1704,0.22660000000000002,0.0,0.18164
0.9,0.09999999999999998,MobileNetV3-Small (UltraOptimizedFireNet),0.1704,0.22660000000000002,0.0,0.17601999999999998
